/Users/bb/Code/udacity/carnd-project-3/local-trained-data-off-tracks-new/IMG/center_2018_07_29_11_09_14_549.jpg, /Users/bb/Code/udacity/carnd-project-3/local-trained-data-off-tracks-new/IMG/left_2018_07_29_11_09_14_549.jpg, /Users/bb/Code/udacity/carnd-project-3/local-trained-data-off-tracks-new/IMG/right_2018_07_29_11_09_14_549.jpg, 0, 0, 0, 0.0003904491
/Users/bb/Code/udacity/carnd-project-3/local-trained-data-off-tracks-new/IMG/center_2018_07_29_11_09_14_650.jpg, /Users/bb/Code/udacity/carnd-project-3/local-trained-data-off-tracks-new/IMG/left_2018_07_29_11_09_14_650.jpg, /Users/bb/Code/udacity/carnd-project-3/local-trained-data-off-tracks-new/IMG/right_2018_07_29_11_09_14_650.jpg, 0, 0, 0, 0.0003902708
/Users/bb/Code/udacity/carnd-project-3/local-trained-data-off-tracks-new/IMG/center_2018_07_29_11_09_14_764.jpg, /Users/bb/Code/udacity/carnd-project-3/local-trained-data-off-tracks-new/IMG/left_2018_07_29_11_09_14_764.jpg, /Users/bb/Code/udacity/carnd-project-3/local-trained-data-off-tracks-new/IMG/right_2018_07_29_11_09_14_764.jpg, 0, 0, 0, 0.0003903643
/Users/bb/Code/udacity/carnd-project-3/local-trained-data-off-tracks-new/IMG/center_2018_07_29_11_09_14_865.jpg, /Users/bb/Code/udacity/carnd-project-3/local-trained-data-off-tracks-new/IMG/left_2018_07_29_11_09_14_865.jpg, /Users/bb/Code/udacity/carnd-project-3/local-trained-data-off-tracks-new/IMG/right_2018_07_29_11_09_14_865.jpg, 0, 0, 0, 0.0003910111
/Users/bb/Code/udacity/carnd-project-3/local-trained-data-off-tracks-new/IMG/center_2018_07_29_11_09_14_966.jpg, /Users/bb/Code/udacity/carnd-project-3/local-trained-data-off-tracks-new/IMG/left_2018_07_29_11_09_14_966.jpg, /Users/bb/Code/udacity/carnd-project-3/local-trained-data-off-tracks-new/IMG/right_2018_07_29_11_09_14_966.jpg, 0, 0, 0, 0.0003908839
/Users/bb/Code/udacity/carnd-project-3/local-trained-data-off-tracks-new/IMG/center_2018_07_29_11_09_15_070.jpg, /Users/bb/Code/udacity/carnd-project-3/local-trained-data-off-tracks-new/IMG/left_2018_07_29_11_09_15_070.jpg, /Users/bb/Code/udacity/carnd-project-3/local-trained-data-off-tracks-new/IMG/right_2018_07_29_11_09_15_070.jpg, 0, 0, 0, 0.0003901541
/Users/bb/Code/udacity/carnd-project-3/local-trained-data-off-tracks-new/IMG/center_2018_07_29_11_09_15_173.jpg, /Users/bb/Code/udacity/carnd-project-3/local-trained-data-off-tracks-new/IMG/left_2018_07_29_11_09_15_173.jpg, /Users/bb/Code/udacity/carnd-project-3/local-trained-data-off-tracks-new/IMG/right_2018_07_29_11_09_15_173.jpg, 0, 0, 0, 0.0003900931
/Users/bb/Code/udacity/carnd-project-3/local-trained-data-off-tracks-new/IMG/center_2018_07_29_11_09_15_275.jpg, /Users/bb/Code/udacity/carnd-project-3/local-trained-data-off-tracks-new/IMG/left_2018_07_29_11_09_15_275.jpg, /Users/bb/Code/udacity/carnd-project-3/local-trained-data-off-tracks-new/IMG/right_2018_07_29_11_09_15_275.jpg, 0, 0, 0, 0.0003902192
/Users/bb/Code/udacity/carnd-project-3/local-trained-data-off-tracks-new/IMG/center_2018_07_29_11_09_15_379.jpg, /Users/bb/Code/udacity/carnd-project-3/local-trained-data-off-tracks-new/IMG/left_2018_07_29_11_09_15_379.jpg, /Users/bb/Code/udacity/carnd-project-3/local-trained-data-off-tracks-new/IMG/right_2018_07_29_11_09_15_379.jpg, 0, 0, 0, 0.0003908559
/Users/bb/Code/udacity/carnd-project-3/local-trained-data-off-tracks-new/IMG/center_2018_07_29_11_09_15_482.jpg, /Users/bb/Code/udacity/carnd-project-3/local-trained-data-off-tracks-new/IMG/left_2018_07_29_11_09_15_482.jpg, /Users/bb/Code/udacity/carnd-project-3/local-trained-data-off-tracks-new/IMG/right_2018_07_29_11_09_15_482.jpg, 0, 0, 0, 0.0003910293
/Users/bb/Code/udacity/carnd-project-3/local-trained-data-off-tracks-new/IMG/center_2018_07_29_11_09_15_588.jpg, /Users/bb/Code/udacity/carnd-project-3/local-trained-data-off-tracks-new/IMG/left_2018_07_29_11_09_15_588.jpg, /Users/bb/Code/udacity/carnd-project-3/local-trained-data-off-tracks-new/IMG/right_2018_07_29_11_09_15_588.jpg, 0, 0, 0, 0.0003901798
